rowIdZuellig,codeZuellig,rowIdLynXCRM,codeLynXCRM,distance
700,203149,458,0011i000001xmd4,0
701,203161,1972,0011i000001xn9p,0
702,203167,131,0011i000001xn5D,450
703,203190,1141,0011i000001xn7l,0
704,203191,747,0011i000001xnX4,19
705,203196,1665,0011i00000oUwti,93
706,203199,550,0011i000001xmx4,0
707,203207,791,0011i000001xnP4,0
708,203210,540,0011i000001xmsr,0
709,203212,718,0011i000001xn2A,0
710,203217,733,0011i00000Xf148,0
711,203239,945,0011i000001xmf1,7
712,203241,820,0011i000001xnXN,0
713,203244,944,0011i000001xnDW,0
714,203248,805,0011i000001xnHl,0
715,203250,805,0011i000001xnHl,0
716,203258,712,0011i000001xnZW,0
717,203270,946,0011i00000vJl2m,0
718,203275,1992,0011i00000vwapb,0
719,203280,2049,0011i000001xnPH,124
720,203286,2047,0011i000001xnD2,0
721,203345,1897,0011i000001xmmA,0
722,203346,824,0011i000001xnIT,0
723,203353,935,0011i000001xmuQ,47
724,203369,547,0011i000001xmmF,0
725,203372,926,0011i000001xmsf,0
726,203374,1451,0011i000001xn5p,1716
727,203376,1900,0011i000007DbTn,251
728,203382,1653,0011i000001xmlz,528
729,203384,17,0011i000001xmfF,146
730,203387,53,0011i000001xnbV,0
731,203388,712,0011i000001xnZW,0
732,203389,1884,0011i000001xndH,11
733,203393,1790,0011i000001xmk5,0
734,203394,1713,0011i000001xmq4,9
735,203395,2113,0011i000001xmiT,390
736,203403,795,0011i000001xmvN,0
737,203405,2136,0011i000001xmhi,0
738,203406,820,0011i000001xnXN,30
739,203408,133,0011i000001xmgG,0
740,203411,945,0011i000001xmf1,12
741,203418,1797,0011i000001xmtQ,0
742,203419,568,0011i000001xncz,0
743,203424,796,0011i000001xmhw,0
744,203432,1210,0011i000001xnQG,10
745,203437,944,0011i000001xnDW,0
746,203438,1731,0011i000001xndD,0
747,203452,1412,0011i000001xnbl,0
748,203453,32,0011i000001xn7P,0
749,203455,1747,0011i000001xmkQ,0
750,203459,554,0011i00000k1W9i,0
751,203465,159,0011i000001xnLL,0
752,203466,74,0011i000001xn7q,0
753,203467,540,0011i000001xmsr,0
754,203471,608,0011i000001xmgJ,12
755,203476,741,0011i000001xmc0,95
756,203478,616,0011i000001xmrH,0
757,203482,1719,0011i000001xnTS,0
758,203489,586,0011i000001xmxm,0
759,203491,1892,0011i000001xnMk,20
760,203496,557,0011i000001xn0a,0
761,203497,728,0011i000001xnHf,4
762,203502,912,0011i000001xmai,0
763,203503,96,0011i000001xnVz,0
764,203508,1609,0011i000001xncV,326
765,203514,1680,0011i000001xnQR,283
766,203518,795,0011i000001xmvN,0
767,203519,1,0011i000001xmm1,0
768,203520,1221,0011i000001xnKY,0
769,203521,550,0011i000001xmx4,0
770,203522,945,0011i000001xmf1,7
771,203523,1688,0011i000001xnVG,0
772,203524,1841,0011i000001xnWT,138
773,203525,2051,0011i000001xnHQ,0
774,203529,1248,0011i000001xn9s,0
775,203533,704,0011i000001xn9f,94
776,203542,684,0011i000001xml0,0
777,203544,55,0011i000001xnJL,0
778,203548,2113,0011i000001xmiT,321
779,203552,540,0011i000001xmsr,0
780,203579,557,0011i000001xn0a,0
781,203581,61,0011i000001xn60,255
782,203582,699,0011i000001xnHV,0
783,203585,442,0011i000001xnFj,0
784,203591,1808,0011i000001xmdF,0
785,203594,1164,0011i000001xn1b,15
786,203605,820,0011i000001xnXN,6
787,203608,147,0011i000001xnIx,0
788,203609,1850,0011i000001xmzy,0
789,203610,796,0011i000001xmhw,0
790,203611,1435,0011i000001xnIe,7
791,203619,734,0011i000001xmeY,0
792,203620,1953,0011i000001xnHN,0
793,203622,793,0011i000001xn1t,0
794,203624,1505,0011i000001xmyW,1328
795,203625,1309,0011i000001xmlw,138
796,203626,1851,0011i000001xnVW,438
797,203628,1901,0011i000001xn16,105
798,203631,580,0011i000001xnar,0
799,203633,2084,0011i00000FIGM6,0
800,203635,1708,0011i000001xmfL,0
801,203638,2118,0011i000001xmwS,0
802,203650,1166,0011i000001xmmO,0
803,203652,796,0011i000001xmhw,0
804,203653,843,0011i000001xms6,0
805,203654,796,0011i000001xmhw,0
806,203655,1123,0011i000001xn9S,0
807,203658,932,0011i000001xnOg,0
808,203661,1413,0011i000001xnKD,28
809,203662,23,0011i000001xn1F,99
810,203671,1202,0011i000001xnWA,0
811,203673,1890,0011i000001xnDC,128
812,203676,2126,0011i000001xnbk,334
813,203679,910,0011i000001xnbu,0
814,203680,1176,0011i000001xmvW,0
815,203687,346,0011i000001xn5Z,44
816,203689,1899,0011i000001xnRw,0
817,203691,512,0011i000001xnEP,0
818,203695,512,0011i000001xnEP,0
819,203698,1239,0011i000001xnZx,182
820,203703,512,0011i000001xnEP,0
821,203708,1618,0011i000001xmvv,0
822,203712,512,0011i000001xnEP,0
823,203729,540,0011i000001xmsr,0
824,203733,1421,0011i000001xmeh,0
825,203734,512,0011i000001xnEP,0
826,203737,1665,0011i00000oUwti,0
827,203742,2131,0011i000001xmmQ,12
828,203743,252,0011i000001xnU1,222
829,203745,2097,0011i000001xnT5,0
830,203748,820,0011i000001xnXN,0
831,203750,2130,0011i000001xn00,0
832,203752,1451,0011i000001xn5p,1294
833,203762,1380,0011i00000KM4Qc,85
834,203772,1451,0011i000001xn5p,1294
835,203773,1460,0011i000001xnX6,1449
836,203774,1460,0011i000001xnX6,1064
837,203780,1757,0011i000001xmk7,1
838,203793,1652,0011i000001xn8r,0
839,203794,1200,0011i000001xnKb,4
840,203798,1200,0011i000001xnKb,5
841,203802,175,0011i000005xAbY,0
842,203803,1491,0011i000002Id6z,162
843,203806,1203,0011i000001xn8n,0
844,203809,5,0011i000001xmrK,237
845,203818,512,0011i000001xnEP,0
846,203819,209,0011i000001xnDa,0
847,203828,1784,0011i000001xn3S,0
848,203833,1330,0011i000001xnLY,0
849,203834,2125,0011i000001xn51,459
850,203885,570,0011i000001xmnH,0
851,203887,527,0011i000001xnLV,0
852,203889,1442,0011i000001xn1u,11
853,203896,512,0011i000001xnEP,0
854,203900,1177,0011i00000oVWY5,0
855,300001,868,0011i000001xmht,0
856,300002,868,0011i000001xmht,0
857,300005,1779,0011i000001xnBJ,0
858,300006,868,0011i000001xmht,0
859,300007,1576,0011i000001xnNZ,0
860,300009,959,0011i000001xn21,0
861,300025,525,0011i000001xmaj,568
862,300040,1907,0011i000001xnZi,195
863,300064,1866,0011i000001xmh9,147
864,300076,651,0011i00000Xf13j,0
865,300077,626,0011i000001xmjv,0
866,300118,868,0011i000001xmht,0
867,300121,1190,0011i000001xmfJ,0
868,400001,1156,0011i000001xn6v,522
869,400002,707,0011i000001xn8t,0
870,400032,1639,0011i000001xncZ,87
871,400034,134,0011i000001xnb5,577
872,400050,747,0011i000001xnX4,19
873,400099,1280,0011i000001xmwd,643
874,400101,220,0011i000001xnEZ,0
875,400107,47,0011i000001xnd2,33
876,400127,1426,0011i000001xnXr,38
877,400140,1741,0011i000001xnVg,21
878,400141,1621,0011i000001xnPf,0
879,400143,1931,0011i000001xmnl,19
880,400144,1852,0011i000001xnYD,26
881,400145,2026,0011i000001xmr5,0
882,400146,2034,0011i000001xn5U,0
883,400147,1982,0011i000001xn5B,43
884,400153,100,0011i000001xnPC,0
885,400156,972,0011i000001xnVL,0
886,400157,235,0011i000001xnTl,49
887,400170,1227,0011i000001xnR5,264
888,400181,930,0011i000001xmqX,325
889,400185,1631,0011i000001xmns,0
890,400191,1423,0011i000001xnZu,1222
891,400194,1930,0011i000001xnKx,670
892,500047,83,0011i000001xnL6,95
893,500102,1329,0011i000001xnPl,110
894,500116,1369,0011i000001xmwo,0
895,500266,1685,0011i000001xnNM,78
896,501160,1292,0011i000001xn9v,66
897,501401,781,0011i000001xnWM,0
898,501531,1813,0011i000001xnDt,52
899,501696,826,0011i000001xnEr,0
900,501806,1424,0011i000001xn1S,973
901,502251,1731,0011i000001xndD,203
902,800011,1358,0011i000001xn1i,0
903,800468,1362,0011i000001xmig,42
904,801898,1463,0011i000001xmu8,0
905,802089,2076,0011i000001xnM4,0
906,802480,1697,0011i000001xnd9,18
907,802792,1413,0011i000001xnKD,27
908,802800,1673,0011i000001xmbu,0
909,802865,946,0011i00000vJl2m,0
910,803306,1980,0011i000001xn0s,0
911,803589,934,0011i000001xml5,0
912,803848,540,0011i000001xmsr,0
913,804152,1838,0011i000001xnDf,0
914,804217,2049,0011i000001xnPH,0
915,804363,1779,0011i000001xnBJ,0
916,804439,1602,0011i000001xnBN,0
917,804508,1383,0011i000001xmcQ,0
918,804540,2006,0011i000001xnKr,11
919,804734,225,0011i000001xnaJ,119
920,804853,714,0011i000001xn8R,0
921,805040,11,0011i000001xn5m,0
922,805136,99,0011i000001xna9,60
923,805153,807,0011i000001xmvK,0
924,805260,1830,0011i000001xmz9,0
925,805342,1899,0011i000001xnRw,0
926,805349,912,0011i000001xmai,12
927,805395,2021,0011i000001xnYk,0
928,805411,257,0011i000001xnas,0
929,805429,1252,0011i000001xmmW,0
930,805538,1347,0011i000001xn8j,0
931,807020,1766,0011i000001xmk9,10
932,807128,1402,0011i000001xnUI,0
933,807340,1234,0011i000001xnBP,497
934,807577,1616,0011i000001xn8w,333
935,900001,514,0011i000001xmnx,0
936,900221,2137,0011i00000llqpQ,83
937,900225,1818,0011i000001xmw8,796
938,900228,1440,0011i000001xmgt,909
939,900234,1328,0011i000001xnGe,10
940,900239,444,0011i000001xmbs,84
941,900241,1686,0011i000001xnW2,65
942,900250,1778,0011i000001xmi9,23
943,900255,96,0011i000001xnVz,123
944,900258,2100,0011i000001xmqK,177
945,900262,1369,0011i000001xmwo,136
946,900298,1902,0011i000001xmvw,28
947,900433,1940,0011i000001xnRQ,494
948,900435,1923,0011i000001xnGD,42
949,900453,626,0011i000001xmjv,0
950,900454,805,0011i000001xnHl,0
951,900464,755,0011i000001xn0g,6
952,900482,700,0011i000001xnEq,50
953,900610,706,0011i000001xmuF,54
954,900611,5,0011i000001xmrK,237
955,900615,1331,0011i000001xnZX,9
956,900621,957,0011i000001xnAr,71
957,900625,1132,0011i000001xmh4,44
958,900630,755,0011i000001xn0g,38
959,900641,485,0011i000001xmd4,288
960,900643,1901,0011i000001xn16,90
961,900644,1504,0011i000001xnGZ,310
962,900655,1940,0011i000001xnRQ,542
963,900910,1770,0011i000001xnQf,208
964,900916,214,0011i000001xmlo,112
965,900918,1901,0011i000001xn16,44
966,900922,1962,0011i000001xnCM,200
967,900927,1778,0011i000001xmi9,23
968,900928,1286,0011i00000C7N8i,203
969,900930,1643,0011i000001xnGM,26
970,900990,1770,0011i000001xnQf,182
971,900996,705,0011i000001xmy6,233
972,901022,951,0011i000001xmwG,9
973,901023,1851,0011i000001xnVW,223
974,901040,132,0011i000001xn10,522
975,901107,23,0011i000001xn1F,0
976,901119,711,0011i000001xmxR,17
977,901179,700,0011i000001xnEq,93
978,901218,775,0011i000001xmwm,256
979,901247,96,0011i000001xnVz,143
980,901253,1588,0011i000001xnNN,143
981,901328,1132,0011i000001xmh4,44
982,901402,2124,0011i000001xn3C,49
983,901449,23,0011i000001xn1F,37
984,901462,1993,0011i000001xmjz,9
985,901564,712,0011i000001xnZW,0
986,901594,1619,0011i000001xnMj,70
987,901717,2120,0011i000001xnHG,776
988,901721,2120,0011i000001xnHG,866
989,901812,705,0011i000001xmy6,272
990,901823,762,0011i000001xmce,147
991,901829,516,0011i000001xmfb,106
992,902036,1962,0011i000001xnCM,200
993,902049,762,0011i000001xmce,111
994,902168,0,0011i000001xnGc,79
995,902171,1680,0011i000001xnQR,290
996,902172,5,0011i000001xmrK,782
997,902189,147,0011i000001xnIx,56
998,902190,1923,0011i000001xnGD,42
999,902202,712,0011i000001xnZW,0
1000,902203,147,0011i000001xnIx,129
1001,902206,2120,0011i000001xnHG,790
1002,902207,2120,0011i000001xnHG,747
1003,902209,2120,0011i000001xnHG,1290
1004,902215,2019,0011i000001xnSk,143
1005,902229,2019,0011i000001xnSk,143
1006,902264,131,0011i000001xn5D,454
1007,902275,2120,0011i000001xnHG,984
1008,902312,512,0011i000001xnEP,0
1009,902335,83,0011i000001xnL6,23
1010,902364,1850,0011i000001xmzy,151
1011,902366,1850,0011i000001xmzy,161
1012,D33013,557,0011i000001xn0a,0
1013,D33111,755,0011i000001xn0g,38
1014,D33124,1208,0011i000001xn3x,0
1015,D33171,554,0011i00000k1W9i,0
1016,D33201,1902,0011i000001xmvw,0
1017,D33202,1361,0011i000001xmtS,127
1018,D33219,512,0011i000001xnEP,0
1019,D33251,1850,0011i000001xmzy,17
1020,D33266,1361,0011i000001xmtS,119
1021,D33322,1361,0011i000001xmtS,118
1022,D33374,1197,0011i000001xmz7,0
1023,D33375,1702,0011i000001xnD7,0
1024,D33376,1302,0011i000001xn0o,13
1025,D33547,805,0011i000001xnHl,0
1026,D33572,2115,0011i000001xmr8,0
1027,D33596,1678,0011i000001xmjW,0
1028,D33606,1992,0011i00000vwapb,57
1029,D33607,945,0011i000001xmf1,8
1030,D33669,1177,0011i00000oVWY5,11
1031,D33670,52,0011i000001xmfh,0
1032,D33717,549,0011i000001xndW,28
1033,D33767,1680,0011i000001xnQR,137
1034,D33794,1234,0011i000001xnBP,679
1035,D33876,9,0011i000001xnEt,234
1036,D33897,1197,0011i000001xmz7,0
1037,D34041,956,0011i000001xnBC,0
1038,D34044,512,0011i000001xnEP,0
1039,D34170,512,0011i000001xnEP,0
1040,D34230,1,0011i000001xmm1,52
1041,D34234,812,0011i000001xms2,12
1042,D34292,1786,0011i000001xnOU,0
1043,D63290,485,0011i000001xmd4,292
1044,D63293,1116,0011i000001xmz5,89
1045,D63310,791,0011i000001xnP4,0
1046,D63405,714,0011i000001xn8R,3
1047,D63432,503,0011i000001xndB,998
1048,D63754,1779,0011i000001xnBJ,0
1049,D63831,681,0011i000001xnAV,0
1050,D63903,512,0011i000001xnEP,0
1051,D63933,527,0011i000001xnLV,0
1052,D64454,554,0011i00000k1W9i,0
1053,D64799,533,0011i000001xnHf,23
1054,D64903,1851,0011i000001xnVW,0
1055,D65118,820,0011i000001xnXN,3
1056,D65268,821,0011i000001xnIN,104
1057,D65269,527,0011i000001xnLV,0
1058,D65271,1338,0011i000001xnK3,81
1059,D65739,549,0011i000001xndW,28
1060,D65851,800,0011i000001xmvI,0
1061,D65942,1486,0011i000001xnIR,0
1062,D66060,1881,0011i000001xn1o,525
1063,D66224,2120,0011i000001xnHG,776
1064,D66296,527,0011i000001xnLV,0
1065,D66432,2116,0011i000001xn7k,392
1066,D66535,527,0011i000001xnLV,0
1067,D66827,1784,0011i000001xn3S,0
1068,D67473,1169,0011i000001xnFi,0
1069,D67530,1156,0011i000001xn6v,247
1070,D67592,843,0011i000001xms6,0
1071,D67787,528,0011i000001xnFB,14
1072,D69107,1298,0011i000001xn5g,0
1073,E02461,1682,0011i000001xnTL,0
1074,E03036,1442,0011i000001xn1u,54
1075,E03119,1650,0011i000001xnHo,0
1076,E03327,175,0011i000005xAbY,195
1077,E03959,531,0011i000001xn8o,19
1078,E04020,1875,0011i000001xnYZ,2602
1079,E04307,1174,0011i000001xn0G,0
1080,E04589,945,0011i000001xmf1,0
1081,E04793,2139,0011i000001xmm0,0
1082,E05308,690,0011i000001xn0i,0
1083,E05588,2120,0011i000001xnHG,984
1084,E05595,27,0011i000001xn1G,0
1085,E05948,509,0011i000001xmvO,0
1086,E06212,1611,0011i00000TWqzG,233
1087,E06277,1733,0011i000001xnDK,0
1088,E06288,1781,0011i000001xnCF,0
1089,E06373,1996,0011i000001xmbq,547
1090,E06374,540,0011i000001xmsr,0
1091,E66808,2116,0011i000001xn7k,382
1092,E67995,1786,0011i000001xnOU,0
1093,E67996,868,0011i000001xmht,0
1094,E68094,1733,0011i000001xnDK,134
1095,E68259,1218,0011i000001xmzX,29
1096,E68571,2066,0011i000001xmsx,22
1097,E68723,512,0011i000001xnEP,0
1098,E68826,608,0011i000001xmgJ,0
1099,E69445,512,0011i000001xnEP,0
1100,E69481,1200,0011i000001xnKb,3
1101,E69483,1505,0011i000001xmyW,54
1102,E69602,687,0011i000001xmvn,54
1103,E69927,514,0011i000001xmnx,102
1104,E70255,741,0011i000001xmc0,59
1105,E70298,4,0011i000001xnAB,0
1106,E70320,1648,0011i000001xnAZ,0
1107,E70365,2129,0011i000001xnEi,0
1108,E70715,1851,0011i000001xnVW,217
1109,E70818,1200,0011i000001xnKb,0
1110,E70825,2120,0011i000001xnHG,1542
1111,E70856,796,0011i000001xmhw,0
1112,E70857,910,0011i000001xnbu,0
1113,E70909,752,0011i000001xnNp,69
1114,E71035,1657,0011i000001xnKJ,225
1115,F06522,2132,0011i000001xmkq,26
1116,F06525,554,0011i00000k1W9i,0
1117,F06758,2132,0011i000001xmkq,0
1118,F06912,188,0011i000001xnHF,0
1119,F07210,1905,0011i000001xnFf,0
1120,F07351,796,0011i000001xmhw,0
1121,F07418,80,0011i000001xmvs,0
1122,F08653,891,0011i000001xmv4,66
1123,F09016,547,0011i000001xmmF,0
1124,F10066,1940,0011i000001xnRQ,483
1125,F10123,445,0011i000001xmsT,0
1126,F10783,932,0011i000001xnOg,114
1127,F10849,2120,0011i000001xnHG,829
1128,F10889,2114,0011i00000ugAht,0
1129,F11001,1131,0011i00000tWN9p,0
1130,F11272,1073,0011i000001xn3t,532
1131,F11362,512,0011i000001xnEP,0
1132,F11367,527,0011i000001xnLV,0
1133,F11520,260,0011i000001xmdG,26
1134,F11809,1172,0011i00000Xf145,54
1135,F11833,2114,0011i00000ugAht,380
1136,F19750,1156,0011i000001xn6v,69
1137,F19802,915,0011i000001xnAs,63
1138,F20393,1657,0011i000001xnKJ,158
1139,F20488,1657,0011i000001xnKJ,130
1140,F20613,132,0011i000001xn10,241
1141,F20749,1176,0011i000001xmvW,0
1142,F21026,1657,0011i000001xnKJ,129
1143,F21410,704,0011i000001xn9f,86
1144,F21561,1423,0011i000001xnZu,1428
1145,F22317,1504,0011i000001xnGZ,177
1146,F22801,1313,0011i000001xn9z,0
1147,F23149,160,0011i000001xn93,573
1148,F23176,1200,0011i000001xnKb,4
1149,F23311,755,0011i000001xn0g,6
1150,F24435,528,0011i000001xnFB,8
1151,G00173,1779,0011i000001xnBJ,0
1152,G02315,1492,0011i000001xn7y,345
1153,G02423,1353,0011i000001xnWY,13
1154,G02429,932,0011i000001xnOg,114
1155,G03336,690,0011i000001xn0i,26
1156,G03360,1718,0011i00000ufvHu,0
1157,G03454,2120,0011i000001xnHG,1290
1158,G03529,1105,0011i000001xn8l,5
1159,G03530,1169,0011i000001xnFi,10
1160,G04153,175,0011i000005xAbY,174
1161,G04529,527,0011i000001xnLV,0
1162,G04987,6,0011i000001xn74,50
1163,G05142,2127,0011i00000EgdEU,453
1164,G05782,512,0011i000001xnEP,0
1165,G06459,2066,0011i000001xmsx,0
1166,G06830,1693,0011i000001xn9d,2
1167,G24528,540,0011i000001xmsr,0
1168,G52937,540,0011i000001xmsr,0
1169,G53342,512,0011i000001xnEP,0
1170,G53358,530,0011i000001xmpM,0
1171,G53519,251,0011i000001xncc,377
1172,G65149,1940,0011i000001xnRQ,601
1173,G65214,540,0011i000001xmsr,0
1174,G66630,541,0011i000001xnVs,0
1175,G66817,512,0011i000001xnEP,0
1176,G67585,2045,0011i000001xnUN,436
1177,G67642,1611,0011i00000TWqzG,0
1178,G67947,1639,0011i000001xncZ,0
1179,G68851,1819,0011i000002Id73,0
1180,G68852,1474,0011i000001xnAe,403
1181,G69451,175,0011i000005xAbY,174
1182,G69452,1755,0011i000001xmp0,1283
1183,G69453,1588,0011i000001xnNN,175
1184,G69454,1681,0011i000001xmgg,24
1185,G69456,1755,0011i000001xmp0,579
1186,G69459,1582,0011i000001xnCw,784
1187,G69461,61,0011i000001xn60,113
1188,G69463,1901,0011i000001xn16,659
1189,G69467,1588,0011i000001xnNN,175
1190,G69469,2019,0011i000001xnSk,228
1191,G69534,1656,0011i000001xnc1,0
1192,G69867,531,0011i000001xn8o,0
1193,G70120,921,0011i000001xmuu,3
1194,G70234,2008,0011i000001xn1a,72
1195,G70835,1280,0011i000001xmwd,651
1196,G70836,1881,0011i000001xn1o,525
1197,G71159,1595,0011i000001xmoY,15
1198,G71274,1962,0011i000001xnCM,205
1199,G71602,1588,0011i000001xnNN,175
1200,G71937,959,0011i000001xn21,0
1201,G99073,2102,0011i00000vyv47,2421
1202,G99486,512,0011i000001xnEP,0
1203,G99514,1451,0011i000001xn5p,1605
1204,G99706,1592,0011i000001xn01,0
1205,H07591,228,0011i000001xmki,0
1206,H50123,1411,0011i000001xnVQ,19
1207,H50227,1142,0011i000001xmsF,153
1208,H50923,2045,0011i000001xnUN,1037
1209,H50971,1153,0011i000001xn5z,465
1210,H53715,1651,0011i000007FFai,0
1211,H53792,512,0011i000001xnEP,0
1212,H55353,98,0011i000001xmbZ,7
1213,H55645,2137,0011i00000llqpQ,0
1214,H55657,1183,0011i000001xn9U,0
1215,H55908,536,0011i000007EVH6,0
1216,H56282,512,0011i000001xnEP,0
1217,H56468,709,0011i00000X9Nb9,1
1218,H58716,512,0011i000001xnEP,0
1219,H58881,1200,0011i000001xnKb,4
1220,H60791,528,0011i000001xnFB,12
1221,H60795,2120,0011i000001xnHG,776
1222,H61127,0,0011i000001xnGc,341
1223,H62188,1165,0011i000002Id76,0
1224,H63237,1875,0011i000001xnYZ,2476
1225,H63689,1295,0011i000001xn7t,303
1226,H63823,527,0011i000001xnLV,0
1227,H63848,213,0011i000001xmdE,44
1228,H64562,1209,0011i000001xncN,0
1229,H65518,1787,0011i00000rZxw4,0
1230,H65578,1657,0011i000001xnKJ,225
1231,H66388,945,0011i000001xmf1,8
1232,H66949,2127,0011i00000EgdEU,486
1233,H67933,512,0011i000001xnEP,0
1234,H70181,1940,0011i000001xnRQ,592
1235,H70300,2127,0011i00000EgdEU,351
1236,H78789,512,0011i000001xnEP,0
1237,H79066,549,0011i000001xndW,28
1238,H79071,1209,0011i000001xncN,0
1239,H79682,554,0011i00000k1W9i,0
1240,H87181,1197,0011i000001xmz7,0
1241,H87487,796,0011i000001xmhw,0
1242,H89801,1113,0011i000001xmlv,242
1243,H90158,1197,0011i000001xmz7,0
1244,H90894,2025,0011i000007Eavq,0
1245,H91370,1781,0011i000001xnCF,0
1246,H93230,1769,0011i000001xmkP,22
1247,I00997,1931,0011i000001xmnl,462
1248,I01728,245,0011i00000Egz8o,0
1249,I02142,795,0011i000001xmvN,0
1250,I03724,1172,0011i00000Xf145,0
1251,I03954,96,0011i000001xnVz,338
1252,I06285,52,0011i000001xmfh,58
1253,I06318,2021,0011i000001xnYk,0
1254,I07269,1128,0011i000001xnGC,0
1255,I09955,1380,0011i00000KM4Qc,0
1256,I11317,209,0011i000001xnDa,201
1257,I11640,796,0011i000001xmhw,0
1258,I11941,1784,0011i000001xn3S,0
1259,I12703,528,0011i000001xnFB,14
1260,I13841,2139,0011i000001xmm0,120
1261,I16788,2083,0011i000001xnDV,0
1262,I17624,639,0011i00000Xf13q,0
1263,I35822,554,0011i00000k1W9i,0
1264,I35830,1484,0011i00000UMnHv,0
1265,I36357,512,0011i000001xnEP,0
1266,I37782,794,0011i000001xnVZ,0
1267,I39086,2102,0011i00000vyv47,0
1268,I39145,700,0011i000001xnEq,93
1269,I39397,554,0011i00000k1W9i,0
1270,I39608,712,0011i000001xnZW,0
1271,I39947,701,0011i00000X6YRM,0
1272,I95109,2069,0011i000001xnc3,13
1273,I97890,1224,0011i000001xnDB,116
1274,I99892,512,0011i000001xnEP,0
1275,J41488,1588,0011i000001xnNN,79
1276,J42251,554,0011i00000k1W9i,0
1277,J43356,1731,0011i000001xndD,62
1278,J43754,2116,0011i000001xn7k,385
1279,J44012,87,0011i00000X992G,0
1280,J45096,2009,0011i00000l5Vag,0
1281,J45792,554,0011i00000k1W9i,0
1282,J46411,554,0011i00000k1W9i,0
1283,J46846,943,0011i00000LHDrr,0
1284,J47468,554,0011i00000k1W9i,0
1285,J47672,1200,0011i000001xnKb,4
1286,J48481,1156,0011i000001xn6v,235
1287,J49660,967,0011i000001xn4G,5
1288,J79328,946,0011i00000vJl2m,0
1289,J79519,1922,0011i000001xnHR,834
