Duration
7
9
9
9
9
17
18
5
5
7
7
7
7
7
7
7
7
8
8
8
8
8
8
8
8
8
8
8
9
9
9
9
9
9
9
10
10
10
10
11
12
12
13
13
13
13
13
13
14
14
14
14
14
14
14
15
15
15
16
16
17
17
18
18
18
19
19
20
20
20
20
21
21
21
22
22
24
24
25
26
27
28
28
28
29
29
30
31
31
32
32
34
35
35
43
43
51
54
66
70
79
1
3
7
10
10
10
11
13
14
18
23
54
10
14
14
15
18
19
21
24
31
51
1
1
1
2
2
3
4
6
6
6
6
7
7
7
7
7
8
8
8
8
8
9
9
9
9
10
10
11
11
11
11
13
13
18
21
22
42
55
